productId,EPC,RSSI,count,endTimeStamp,locationIdL0,locationRSSIL0,locationCountL0,locationEndTimeStampL0,locationIdL1,locationRSSIL1,locationCountL1,locationEndTimeStampL1,locationIdL2,locationRSSIL2,locationCountL2,locationEndTimeStampL2,locationIdL3,locationRSSIL3,locationCountL3,locationEndTimeStampL3,locationIdL4,locationRSSIL4,locationCountL4,locationEndTimeStampL4,locationIdL5,locationRSSIL5,locationCountL5,locationEndTimeStampL5,locationIdL6,locationRSSIL6,locationCountL6,locationEndTimeStampL6,locationIdL7,locationRSSIL7,locationCountL7,locationEndTimeStampL7,locationIdL0L0,locationRSSIL0L0,locationCountL0L0,locationEndTimeStampL0L0,locationIdL0L1,locationRSSIL0L1,locationCountL0L1,locationEndTimeStampL0L1,locationIdL0L2,locationRSSIL0L2,locationCountL0L2,locationEndTimeStampL0L2,locationIdL0L3,locationRSSIL0L3,locationCountL0L3,locationEndTimeStampL0L3,locationIdL1L0,locationRSSIL1L0,locationCountL1L0,locationEndTimeStampL1L0,locationIdL1L1,locationRSSIL1L1,locationCountL1L1,locationEndTimeStampL1L1,locationIdL1L2,locationRSSIL1L2,locationCountL1L2,locationEndTimeStampL1L2,locationIdL1L3,locationRSSIL1L3,locationCountL1L3,locationEndTimeStampL1L3,locationIdL2L0,locationRSSIL2L0,locationCountL2L0,locationEndTimeStampL2L0,locationIdL2L1,locationRSSIL2L1,locationCountL2L1,locationEndTimeStampL2L1,locationIdL2L2,locationRSSIL2L2,locationCountL2L2,locationEndTimeStampL2L2,locationIdL2L3,locationRSSIL2L3,locationCountL2L3,locationEndTimeStampL2L3,locationIdL3L0,locationRSSIL3L0,locationCountL3L0,locationEndTimeStampL3L0,locationIdL3L1,locationRSSIL3L1,locationCountL3L1,locationEndTimeStampL3L1,locationIdL3L2,locationRSSIL3L2,locationCountL3L2,locationEndTimeStampL3L2,locationIdL3L3,locationRSSIL3L3,locationCountL3L3,locationEndTimeStampL3L3,locationIdL4L0,locationRSSIL4L0,locationCountL4L0,locationEndTimeStampL4L0,locationIdL4L1,locationRSSIL4L1,locationCountL4L1,locationEndTimeStampL4L1,locationIdL4L2,locationRSSIL4L2,locationCountL4L2,locationEndTimeStampL4L2,locationIdL4L3,locationRSSIL4L3,locationCountL4L3,locationEndTimeStampL4L3,locationIdL5L0,locationRSSIL5L0,locationCountL5L0,locationEndTimeStampL5L0,locationIdL5L1,locationRSSIL5L1,locationCountL5L1,locationEndTimeStampL5L1,locationIdL5L2,locationRSSIL5L2,locationCountL5L2,locationEndTimeStampL5L2,locationIdL5L3,locationRSSIL5L3,locationCountL5L3,locationEndTimeStampL5L3,locationIdL6L0,locationRSSIL6L0,locationCountL6L0,locationEndTimeStampL6L0,locationIdL6L1,locationRSSIL6L1,locationCountL6L1,locationEndTimeStampL6L1,locationIdL6L2,locationRSSIL6L2,locationCountL6L2,locationEndTimeStampL6L2,locationIdL6L3,locationRSSIL6L3,locationCountL6L3,locationEndTimeStampL6L3,locationIdL7L0,locationRSSIL7L0,locationCountL7L0,locationEndTimeStampL7L0,locationIdL7L1,locationRSSIL7L1,locationCountL7L1,locationEndTimeStampL7L1,locationIdL7L2,locationRSSIL7L2,locationCountL7L2,locationEndTimeStampL7L2,locationIdL7L3,locationRSSIL7L3,locationCountL7L3,locationEndTimeStampL7L3,actualLandmark
P308,303A0,-66.61368002234974,73,2023-08-10 12:05:47.189399,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,L0L0,-69.02709812969877,44,2023-08-10 12:05:46.991736,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,L0
P308,303A0,-66.61368002234974,72,2023-08-10 12:05:47.193047,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,L0L0,-69.02709812969877,43,2023-08-10 12:05:46.995342,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,L0
P308,303A0,-66.61368002234974,71,2023-08-10 12:05:47.196551,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,L0L0,-69.02709812969877,42,2023-08-10 12:05:46.999036,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,L0
P308,303A0,-66.61368002234974,70,2023-08-10 12:05:47.200043,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,L0L0,-69.02709812969877,41,2023-08-10 12:05:47.002684,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,L0
P308,303A0,-66.61368002234974,69,2023-08-10 12:05:47.203584,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,L0L0,-69.02709812969877,40,2023-08-10 12:05:47.006278,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,L0
P308,303A0,-66.61368002234974,68,2023-08-10 12:05:47.207224,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,L0L0,-69.02709812969877,39,2023-08-10 12:05:47.009997,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,L0
P308,303A0,-66.61368002234974,67,2023-08-10 12:05:47.211089,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,L0L0,-69.02709812969877,38,2023-08-10 12:05:47.013747,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,L0
P308,303A0,-66.61368002234974,66,2023-08-10 12:05:47.214718,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,L0L0,-69.02709812969877,37,2023-08-10 12:05:47.017492,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,L0
P308,303A0,-66.61368002234974,65,2023-08-10 12:05:47.218375,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,L0L0,-69.02709812969877,36,2023-08-10 12:05:47.021226,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,L0
P308,303A0,-66.61368002234974,64,2023-08-10 12:05:47.222047,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,L0L0,-69.02709812969877,35,2023-08-10 12:05:47.024951,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,L0
P308,303A0,-66.61368002234974,63,2023-08-10 12:05:47.225715,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,L0L0,-69.02709812969877,34,2023-08-10 12:05:47.028582,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,L0
P308,303A0,-66.61368002234974,62,2023-08-10 12:05:47.229218,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,L0L0,-69.02709812969877,33,2023-08-10 12:05:47.032257,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,L0
P308,303A0,-66.61368002234974,61,2023-08-10 12:05:47.232678,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,L0L0,-69.02709812969877,32,2023-08-10 12:05:47.035885,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,L0
